source_id,slug,file_stem,group_key,scenario_id,role,event_label,split,image_path,prompt_path,sha256,width,height
222,pov-b1-0222-n03-diagonal-bay-correct-front-center,222_pov-b1-0222-n03-diagonal-bay-correct-front-center,n03-diagonal-bay-correct,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/222_pov-b1-0222-n03-diagonal-bay-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/222_pov-b1-0222-n03-diagonal-bay-correct-front-center.txt,55ac15f83c52cd7d980acf073b3da3b7411e41706527b92767a3a6b91edb5f20,1920,1080
223,pov-b1-0223-n03-diagonal-bay-correct-front-left,223_pov-b1-0223-n03-diagonal-bay-correct-front-left,n03-diagonal-bay-correct,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/223_pov-b1-0223-n03-diagonal-bay-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/223_pov-b1-0223-n03-diagonal-bay-correct-front-left.txt,57b5c019085ffa8fdab1a502bca7dc47a9316763e6e20b4e110888978e362729,1920,1080
224,pov-b1-0224-n03-diagonal-bay-correct-front-right,224_pov-b1-0224-n03-diagonal-bay-correct-front-right,n03-diagonal-bay-correct,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/224_pov-b1-0224-n03-diagonal-bay-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/224_pov-b1-0224-n03-diagonal-bay-correct-front-right.txt,f4732bbb047872c395ede807cdb02d9291f777c00e963f7ccb7dc04f17a86e2a,1920,1080
225,pov-b1-0225-n03-diagonal-bay-correct-front-center,225_pov-b1-0225-n03-diagonal-bay-correct-front-center,n03-diagonal-bay-correct,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/225_pov-b1-0225-n03-diagonal-bay-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/225_pov-b1-0225-n03-diagonal-bay-correct-front-center.txt,8cf423ea5d5be88789429980f50c0ef31ea0aad8a4d4dede698bbd3cb8fde18d,1920,1080
226,pov-b1-0226-n03-diagonal-bay-correct-front-left,226_pov-b1-0226-n03-diagonal-bay-correct-front-left,n03-diagonal-bay-correct,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/226_pov-b1-0226-n03-diagonal-bay-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/226_pov-b1-0226-n03-diagonal-bay-correct-front-left.txt,0173b785c086015179eebb31f75d19c6523d350e10c2924111c615bdc3566010,1920,1080
227,pov-b1-0227-n03-diagonal-bay-correct-front-right,227_pov-b1-0227-n03-diagonal-bay-correct-front-right,n03-diagonal-bay-correct,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/227_pov-b1-0227-n03-diagonal-bay-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/227_pov-b1-0227-n03-diagonal-bay-correct-front-right.txt,b62a4b780aced11b27672adced6410251f142e0075012f4bbf8e56bd72061a11,1920,1080
228,pov-b1-0228-n03-diagonal-bay-correct-front-center,228_pov-b1-0228-n03-diagonal-bay-correct-front-center,n03-diagonal-bay-correct,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/228_pov-b1-0228-n03-diagonal-bay-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/228_pov-b1-0228-n03-diagonal-bay-correct-front-center.txt,3a4435403ec5ba2d2d0dc3af9c40e09c59ef776827982d073d8c18cc7b1124a2,1920,1080
229,pov-b1-0229-n03-diagonal-bay-correct-front-left,229_pov-b1-0229-n03-diagonal-bay-correct-front-left,n03-diagonal-bay-correct,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/229_pov-b1-0229-n03-diagonal-bay-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/229_pov-b1-0229-n03-diagonal-bay-correct-front-left.txt,016eda9b6a37bcc9a31bcb6722e7f6e4ad5c9c574070912ffaf38d9955eca657,1920,1080
230,pov-b1-0230-n03-diagonal-bay-correct-front-right,230_pov-b1-0230-n03-diagonal-bay-correct-front-right,n03-diagonal-bay-correct,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/230_pov-b1-0230-n03-diagonal-bay-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/230_pov-b1-0230-n03-diagonal-bay-correct-front-right.txt,3b5cd1696737529e5b49516fdef7163677c51d9c09d2dff844ec0fde1ccdb2cc,1920,1080
231,pov-b1-0231-n04-parallel-bay-correct-front-center,231_pov-b1-0231-n04-parallel-bay-correct-front-center,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/231_pov-b1-0231-n04-parallel-bay-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/231_pov-b1-0231-n04-parallel-bay-correct-front-center.txt,ffd96edec5b541b57c022e406a9df1206de9cd11f497f97b921590a4cb147d7a,1920,1080
232,pov-b1-0232-n04-parallel-bay-correct-front-left,232_pov-b1-0232-n04-parallel-bay-correct-front-left,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/232_pov-b1-0232-n04-parallel-bay-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/232_pov-b1-0232-n04-parallel-bay-correct-front-left.txt,ac059b56b948ac0ce6268be123d237d90538e61de18d38979bebc673ad59cc32,1920,1080
233,pov-b1-0233-n04-parallel-bay-correct-front-right,233_pov-b1-0233-n04-parallel-bay-correct-front-right,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/233_pov-b1-0233-n04-parallel-bay-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/233_pov-b1-0233-n04-parallel-bay-correct-front-right.txt,d6b1c1741a2716126fb5fbb0d7b295acd8cfab464f4844d24faf4c2e13c9935d,1920,1080
234,pov-b1-0234-n04-parallel-bay-correct-front-center,234_pov-b1-0234-n04-parallel-bay-correct-front-center,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/234_pov-b1-0234-n04-parallel-bay-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/234_pov-b1-0234-n04-parallel-bay-correct-front-center.txt,6963503e93bc2af92aec117f79c47f050d7734bc32ab0900c816caebebcda90a,1920,1080
235,pov-b1-0235-n04-parallel-bay-correct-front-left,235_pov-b1-0235-n04-parallel-bay-correct-front-left,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/235_pov-b1-0235-n04-parallel-bay-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/235_pov-b1-0235-n04-parallel-bay-correct-front-left.txt,e58b328a4a52ecc2064f6f4bad4305e22066c00c40a6faba21d4fa1ea7620390,1920,1080
236,pov-b1-0236-n04-parallel-bay-correct-front-right,236_pov-b1-0236-n04-parallel-bay-correct-front-right,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/236_pov-b1-0236-n04-parallel-bay-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/236_pov-b1-0236-n04-parallel-bay-correct-front-right.txt,12fd7dbf02b80b458feeca8d85f023fa1bfaae40c62e28d4ac5c6f148975063a,1920,1080
237,pov-b1-0237-n04-parallel-bay-correct-front-center,237_pov-b1-0237-n04-parallel-bay-correct-front-center,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/237_pov-b1-0237-n04-parallel-bay-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/237_pov-b1-0237-n04-parallel-bay-correct-front-center.txt,b513ba70194283db96a6c897f4d67a09789ea4893b94072702c6bdf38f7bd26d,1920,1080
238,pov-b1-0238-n04-parallel-bay-correct-front-left,238_pov-b1-0238-n04-parallel-bay-correct-front-left,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/238_pov-b1-0238-n04-parallel-bay-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/238_pov-b1-0238-n04-parallel-bay-correct-front-left.txt,b7b0ec6c5da39a2c3881d794a1e28efe7977b10ee2ac04417c1c59ae30347d08,1920,1080
239,pov-b1-0239-n04-parallel-bay-correct-front-right,239_pov-b1-0239-n04-parallel-bay-correct-front-right,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/239_pov-b1-0239-n04-parallel-bay-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/239_pov-b1-0239-n04-parallel-bay-correct-front-right.txt,840bcd3d87904bb688ac8f22053fe7aaaf290fca69f4a76a8eaa0aa95d43783c,1920,1080
240,pov-b1-0240-n04-parallel-bay-correct-front-center,240_pov-b1-0240-n04-parallel-bay-correct-front-center,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/240_pov-b1-0240-n04-parallel-bay-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/240_pov-b1-0240-n04-parallel-bay-correct-front-center.txt,163293445dc411a5ef535fa6293fd4a203761de6a2dbaddcae2a90db43894425,1920,1080
241,pov-b1-0241-n04-parallel-bay-correct-front-left,241_pov-b1-0241-n04-parallel-bay-correct-front-left,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/241_pov-b1-0241-n04-parallel-bay-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/241_pov-b1-0241-n04-parallel-bay-correct-front-left.txt,6661b6d76b99e8c6816eaed0de046f9db84359d70da9dbb6035d9c442a4b60a3,1920,1080
242,pov-b1-0242-n04-parallel-bay-correct-front-right,242_pov-b1-0242-n04-parallel-bay-correct-front-right,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/242_pov-b1-0242-n04-parallel-bay-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/242_pov-b1-0242-n04-parallel-bay-correct-front-right.txt,402465f6c50956a489270d7214155e5651feae5f6a1ba0324096f8528792a918,1920,1080
243,pov-b1-0243-n04-parallel-bay-correct-front-center,243_pov-b1-0243-n04-parallel-bay-correct-front-center,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/243_pov-b1-0243-n04-parallel-bay-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/243_pov-b1-0243-n04-parallel-bay-correct-front-center.txt,bcbb6a95abcc7db1c289432017fa8c43816591bf80c2b2d0878db27eb0f27501,1920,1080
244,pov-b1-0244-n04-parallel-bay-correct-front-left,244_pov-b1-0244-n04-parallel-bay-correct-front-left,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/244_pov-b1-0244-n04-parallel-bay-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/244_pov-b1-0244-n04-parallel-bay-correct-front-left.txt,dddf5124ef2980ca694ac5ff14eae06e54f77818d7aa95695302667d2e17f6e1,1920,1080
245,pov-b1-0245-n04-parallel-bay-correct-front-right,245_pov-b1-0245-n04-parallel-bay-correct-front-right,n04-parallel-bay-correct,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,negative,0,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/245_pov-b1-0245-n04-parallel-bay-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/245_pov-b1-0245-n04-parallel-bay-correct-front-right.txt,3fc0877161caa1e27785b4f5924c2ab9f42ce9b4bff2c52654c21f2e30f87ac8,1920,1080
246,pov-b1-0246-n05-multiple-all-correct-front-center,246_pov-b1-0246-n05-multiple-all-correct-front-center,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/246_pov-b1-0246-n05-multiple-all-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/246_pov-b1-0246-n05-multiple-all-correct-front-center.txt,38fa4004939a4b72c001048a0736c7559dc9e643924221f2e8708dc8d7f4ec3f,1920,1080
247,pov-b1-0247-n05-multiple-all-correct-front-left,247_pov-b1-0247-n05-multiple-all-correct-front-left,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/247_pov-b1-0247-n05-multiple-all-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/247_pov-b1-0247-n05-multiple-all-correct-front-left.txt,24ca95ab81b40807888c897395dbb639c1ef1b425f4592c1ca7fe75779acd573,1920,1080
248,pov-b1-0248-n05-multiple-all-correct-front-right,248_pov-b1-0248-n05-multiple-all-correct-front-right,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/248_pov-b1-0248-n05-multiple-all-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/248_pov-b1-0248-n05-multiple-all-correct-front-right.txt,20a8b6442307a0fb11e2c54790fc4b3169189324ae0afbaf12dd7efb75de651a,1920,1080
249,pov-b1-0249-n05-multiple-all-correct-front-center,249_pov-b1-0249-n05-multiple-all-correct-front-center,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/249_pov-b1-0249-n05-multiple-all-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/249_pov-b1-0249-n05-multiple-all-correct-front-center.txt,7c2d00c9ecdca647b69307e2b1cadec63687ae60a24c41dfa8ba17587a59c134,1920,1080
250,pov-b1-0250-n05-multiple-all-correct-front-left,250_pov-b1-0250-n05-multiple-all-correct-front-left,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/250_pov-b1-0250-n05-multiple-all-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/250_pov-b1-0250-n05-multiple-all-correct-front-left.txt,496cad46c01f16ff0ccc6e46a0c04c0d59568f44fbe6190801fbeadf968f245b,1920,1080
251,pov-b1-0251-n05-multiple-all-correct-front-right,251_pov-b1-0251-n05-multiple-all-correct-front-right,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/251_pov-b1-0251-n05-multiple-all-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/251_pov-b1-0251-n05-multiple-all-correct-front-right.txt,b19b59702332b201b9ccf66a75ab06492d26a3f636fde2d2d31615b1a0fce0f9,1920,1080
252,pov-b1-0252-n05-multiple-all-correct-front-center,252_pov-b1-0252-n05-multiple-all-correct-front-center,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/252_pov-b1-0252-n05-multiple-all-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/252_pov-b1-0252-n05-multiple-all-correct-front-center.txt,3a0877ffd4de6879e9d413fb50a459b228208a8fa1d61ac624aba67bc1932359,1920,1080
253,pov-b1-0253-n05-multiple-all-correct-front-left,253_pov-b1-0253-n05-multiple-all-correct-front-left,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/253_pov-b1-0253-n05-multiple-all-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/253_pov-b1-0253-n05-multiple-all-correct-front-left.txt,dd83a30ed5c13b0be91bdb5b308415c64f9e5feb73a38a04bd8ed20ed4e1cd29,1920,1080
254,pov-b1-0254-n05-multiple-all-correct-front-right,254_pov-b1-0254-n05-multiple-all-correct-front-right,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/254_pov-b1-0254-n05-multiple-all-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/254_pov-b1-0254-n05-multiple-all-correct-front-right.txt,49bf94c278070c3ce6c0aa3a970bec504d09185411190cb4ee9de210419039a9,1920,1080
255,pov-b1-0255-n05-multiple-all-correct-front-center,255_pov-b1-0255-n05-multiple-all-correct-front-center,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/255_pov-b1-0255-n05-multiple-all-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/255_pov-b1-0255-n05-multiple-all-correct-front-center.txt,93317aa39c782f821a0799506875a2b13d9284cb199d6795e5de362b79310da5,1920,1080
256,pov-b1-0256-n05-multiple-all-correct-front-left,256_pov-b1-0256-n05-multiple-all-correct-front-left,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/256_pov-b1-0256-n05-multiple-all-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/256_pov-b1-0256-n05-multiple-all-correct-front-left.txt,ffc13b5634d9bb9a306491b2e5b4423da8774797b43e263106776ef5af9f7e6c,1920,1080
257,pov-b1-0257-n05-multiple-all-correct-front-right,257_pov-b1-0257-n05-multiple-all-correct-front-right,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/257_pov-b1-0257-n05-multiple-all-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/257_pov-b1-0257-n05-multiple-all-correct-front-right.txt,99367d57d9f3a5b0939d2c3afdf5eb4bda2dedb1e3e0347af68dfeca77753bd2,1920,1080
258,pov-b1-0258-n05-multiple-all-correct-front-center,258_pov-b1-0258-n05-multiple-all-correct-front-center,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/258_pov-b1-0258-n05-multiple-all-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/258_pov-b1-0258-n05-multiple-all-correct-front-center.txt,c43e5d1e51411f75bbceba93eae64f233568e070f041a544c93850ccf17622c4,1920,1080
259,pov-b1-0259-n05-multiple-all-correct-front-left,259_pov-b1-0259-n05-multiple-all-correct-front-left,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/259_pov-b1-0259-n05-multiple-all-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/259_pov-b1-0259-n05-multiple-all-correct-front-left.txt,3c47623041a3e11eb662029709f8b791326300d7652936b5e96530214bb018bf,1920,1080
260,pov-b1-0260-n05-multiple-all-correct-front-right,260_pov-b1-0260-n05-multiple-all-correct-front-right,n05-multiple-all-correct,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,negative,0,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/260_pov-b1-0260-n05-multiple-all-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/260_pov-b1-0260-n05-multiple-all-correct-front-right.txt,5481b65b8fd23cc80f33c6488e0b419e2e97ec975ef79ac74197b76eb0c111ae,1920,1080
261,pov-b1-0261-n06-special-marked-space-geometry-correct-front-center,261_pov-b1-0261-n06-special-marked-space-geometry-correct-front-center,n06-special-marked-space-geometry-correct,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,negative,0,validation,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/261_pov-b1-0261-n06-special-marked-space-geometry-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/261_pov-b1-0261-n06-special-marked-space-geometry-correct-front-center.txt,7c11edd3ec328a6011f19b5c976356c6d9c83ef659b2da1f8fb7572eacc8c91c,1920,1080
262,pov-b1-0262-n06-special-marked-space-geometry-correct-front-left,262_pov-b1-0262-n06-special-marked-space-geometry-correct-front-left,n06-special-marked-space-geometry-correct,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,negative,0,validation,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/262_pov-b1-0262-n06-special-marked-space-geometry-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/262_pov-b1-0262-n06-special-marked-space-geometry-correct-front-left.txt,e5996a6ca6fab8b8a316b016f34f33b836f8be6a5258f58692266afd6c39f4b9,1920,1080
263,pov-b1-0263-n06-special-marked-space-geometry-correct-front-right,263_pov-b1-0263-n06-special-marked-space-geometry-correct-front-right,n06-special-marked-space-geometry-correct,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,negative,0,validation,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/263_pov-b1-0263-n06-special-marked-space-geometry-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/263_pov-b1-0263-n06-special-marked-space-geometry-correct-front-right.txt,54a4a08a864637e04925b611a59cd4d26d0d8dbfe58017be3240557d3b87062d,1920,1080
264,pov-b1-0264-n06-special-marked-space-geometry-correct-front-center,264_pov-b1-0264-n06-special-marked-space-geometry-correct-front-center,n06-special-marked-space-geometry-correct,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,negative,0,validation,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/264_pov-b1-0264-n06-special-marked-space-geometry-correct-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/264_pov-b1-0264-n06-special-marked-space-geometry-correct-front-center.txt,bc064192e623a622812041abc75841d9e1b2a1307457c29f9e84dd3e8086c159,1920,1080
265,pov-b1-0265-n06-special-marked-space-geometry-correct-front-left,265_pov-b1-0265-n06-special-marked-space-geometry-correct-front-left,n06-special-marked-space-geometry-correct,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,negative,0,validation,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/265_pov-b1-0265-n06-special-marked-space-geometry-correct-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/265_pov-b1-0265-n06-special-marked-space-geometry-correct-front-left.txt,4aee2ee570fc470f7b7827af91356c0238660fcb0cc875bd19d960120e744a28,1920,1080
266,pov-b1-0266-n06-special-marked-space-geometry-correct-front-right,266_pov-b1-0266-n06-special-marked-space-geometry-correct-front-right,n06-special-marked-space-geometry-correct,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,negative,0,validation,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/266_pov-b1-0266-n06-special-marked-space-geometry-correct-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/266_pov-b1-0266-n06-special-marked-space-geometry-correct-front-right.txt,df1b0bfe7da3ab2425f753c710b1943ffea14f821af9ca28ec659f682d8cc4bf,1920,1080
