media_id,selected_rank,image_path,bbox,view_a_sha
IMG_007648,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007648__r01.jpg,"[300.17,218.82,1293.094,798.64]",e27491c32201108539bdb5ebe06ffe9a6efef6bd5555986cc8bea66ea5bf542f
IMG_007650,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007650__r01.jpg,"[626.288,148.24,1120.072,548.963]",ccf0b999cfe69c9cf302e079f36af0593e9e42c5e74b2ab3d9ad9c7458789f1b
IMG_007650,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007650__r02.jpg,"[139.883,203.056,593.407,477.501]",7162883a107567633fca6340cb0b99933edd0a9d2584b06e172c102e9eb031d7
IMG_007652,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007652__r01.jpg,"[512.434,116.868,1448.942,744.963]",f04e2542686cb1190ff4fceb941cc7f3d9b07041ba42422c85f4aa049add395f
IMG_007652,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007652__r02.jpg,"[124.609,169.649,810.634,558.868]",0752f923c59685a67d7116f4a564c41370ff51c0b40a79333fdc18b7b6e2ef0e
IMG_007654,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007654__r01.jpg,"[402.04,161.323,1212.914,740.715]",420905d2f5368fd7bafd7d6128521e0816b3ba72185820fb00b966205d9943ce
IMG_007654,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007654__r02.jpg,"[402.847,159.557,1211.793,738.711]",73f33e66de1164218b4b1ebac439662819e19df45e00fd26e35e45a45425d83b
IMG_007655,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007655__r01.jpg,"[498.737,120.585,1512.048,817.533]",081d9f3229772d0914ae6607da223e037cf86aa35563e8116ea81c1267974728
IMG_007655,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007655__r02.jpg,"[497.321,125.364,1509.184,814.577]",ef6201e89ff864f20c2d9e609ee0586a1a8a08d318f6582acfb4e8bae98535ed
IMG_007656,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007656__r01.jpg,"[658.185,183.595,1256.244,702.241]",c4eb66af28e3071a2741ddc0f927feef523316d5c550e05ed29bc1f13618f920
IMG_007656,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007656__r02.jpg,"[1421.484,272.725,1918.962,698.756]",dc6cc88b367e47bb32e62ce307aa7a4fd499826b79c3451f3c5aaddfce4fc280
IMG_007658,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007658__r01.jpg,"[626.814,185.79,1521.007,696.936]",fec2cf1bfe2b2ed55ba29bde187ec1abcc628254a97ae4c87a804e85c87e8f3e
IMG_007659,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007659__r01.jpg,"[604.239,178.918,1252.813,717.434]",5182975d9e5eb13e1756e87ff238238e4d8883b06eca398b668294dcbfcb86ee
IMG_007659,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007659__r02.jpg,"[1.373,182.458,443.485,802.858]",1c39c27515881f5f453ca06a78364857859f6ac92d8dff3c3865ffc5efbbc9fe
IMG_007661,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007661__r01.jpg,"[340.471,118.033,1292.133,769.22]",252a35e5d7381ead603b75e46ed3029b7a8ad7c435c2953848453e6bb6dc68d7
IMG_007661,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007661__r02.jpg,"[987.782,149.774,1787.165,535.208]",ce6fdf984f79479457a4dae61881952b767bbf878107841f68a315bce1ca7c70
IMG_007665,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007665__r01.jpg,"[678.217,80.492,1238.39,527.627]",7f7856cf6bdc7442d23e369258a44410b7f80eb55a7e184a50e748e112d65dbc
IMG_007665,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007665__r02.jpg,"[1410.843,85.835,1918.509,532.146]",a85500a3506e22f8bd24b1af1ae2d13cf9e73616cdbc2e3290972ed787088753
IMG_007667,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007667__r01.jpg,"[681.779,75.826,1502.357,706.653]",36d352d7ac27f0f15c2b432cb814bd1a7f3f727ae6f3848cd52bfdf82b104861
IMG_007672,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007672__r01.jpg,"[561.124,92.879,1450.321,592.619]",479b9db16f18233c7d59ec2b905d1f98665c03f5427db9e14ba24b4e4bb1fbe2
IMG_007673,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007673__r01.jpg,"[687.582,207.226,1214.225,662.013]",0fc4d2292fda6bb8647eab16b5b8d92d3137a88988451b53ac40cd1c11d87528
IMG_007673,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007673__r02.jpg,"[689.131,204.993,1212.129,661.913]",5f03db8a25fd58eb180d1fc88cf400ece07003a2ead3b0c77294e86ed550eb92
IMG_007674,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007674__r01.jpg,"[326.639,177.52,1468.855,738.501]",f9be884f1876b869662fbec763bdcb366613bed8c6895dddeba864971b466d92
IMG_007675,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007675__r01.jpg,"[506.814,119.498,1162.936,700.644]",f268bc0dabf64036d74dcf087c30643ecf09cf9a8d38fc0fd89935dab0904746
IMG_007676,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007676__r01.jpg,"[423.221,209.807,1489.936,674.427]",c5ee9b8fad96b974bdc0f3a3c6ef03e040a92227072b5d4fbaa7649db501d5a4
